id,corporate_number,positivedb_name,overtime_all,overtime_scope,overtime_unit1,overtime_unit1_hours,overtime_unit2,overtime_unit2_hours,overtime_unit3,overtime_unit3_hours,overtime_unit4,overtime_unit4_hours,overtime_unit5,overtime_unit5_hours,paid_leave_all,paid_leave_unit1,paid_leave_unit1_rate,paid_leave_unit2,paid_leave_unit2_rate,paid_leave_unit3,paid_leave_unit3_rate,paid_leave_unit4,paid_leave_unit4_rate,paid_leave_unit5,paid_leave_unit5_rate,wage_gap_all,wage_gap_regular,wage_gap_nonregular,wage_gap_period,wage_gap_note,as_of,updated_at
8750,8010001131752,株式会社第一ライフグループ,,,,,,,,,,,,,,,,,,,,,,,,58.6,61.8,16.7,2025年4月1日～2026年3月31日,"当社グループでは、採用・評価・登用等に関し、性別や国籍、年齢等の属性に関わらず、個人の成果や成長に基づく処遇を行っており、性差が反映する要素はありません。賃金差異の主要因について以下3点を認識しております。
(１) 女性登用を進めている一方で、現時点では賃金水準が相対的に高いマネジメント層において男性の占める割合が高い点
(２) 転勤の可能性がある職掌に対して上乗せで手当を支給しており、当該職掌において男性の占める割合が高い点
(３) 相対的に賃金水準の低い定型業務に従事する職掌において、女性が占める割合が高い点
特に(１)については、グループの経営課題として認識しており、柔軟な働き方やワーク・ライフ・マネジメントを促進し、誰もが働きやすい環境を整えるとともに、女性リーダー育成に向けては2030年までに女性役員及び女性組織長比率30％を目指し、パイプライン強化に取り組んでいます。
具体的には、女性リーダー育成に向けた階層別研修を充実させるとともに、役員部長層による対話（1for1）を通じた育成、役員が作成する担当部門のマネジメントポスト候補者を選定する際は、候補者のうち30％を女性とする運用を行っています。こうした取組みにより、女性管理職比率は30％超、女性組織長比率は20％超と、女性リーダーの比率は着実に伸展しています。",2026年4月時点,2026年06月25日
8803,1010001034920,平和不動産株式会社,,,,,,,,,,,,,,正社員,81.4,,,,,,,,,,,,,,2025年3月時点,2025年08月20日
2432,4011001032721,株式会社ディー・エヌ・エー,,,,,,,,,,,,,,,,,,,,,,,,70.6,76.5,118.5,2025年4月1日～2026年3月31日,,2026年3月時点,2026年07月08日
1925,6120001059662,大和ハウス工業株式会社,,,,,,,,,,,,,,,,,,,,,,,,59.6,62.2,64.1,2025年4月1日～2026年3月31日,非正規社員の平均年収について、2024年度までは実数ベースの社員数を用いて計算しておりましたが、2025年度より勤務時間を8時間に換算した社員数を用いて計算しています。,2026年4月時点,2026年08月19日
2587,8010401080079,サントリービバレッジ＆フード株式会社,,,,,,,,,,,,,,,,,,,,,,,,73,73.1,162.2,2025年1月1日～2025年12月31日,"当社グループでは、同一の労働における賃金体系に差異はありませんが、男女間における平均年齢、在籍年数の違いにより差異が生じています。
また、連結子会社については事業特性により従業員全体に占める男性比率が高い傾向にあります。
今後も多様な人材、多様な価値観を積極的に取り入れ、新たな価値を絶えず創造していくことを目指し、男女問わず安心してイキイキと働くことができる環境整備や、女性活躍推進の取組みを進めていきます。",2025年12月時点,2026年04月23日
8804,6010001034998,東京建物株式会社,6.9,その他,総合職,11.3,住宅総合職,7.9,専任職,10.1,事務職,3.7,契約社員,1.6,,対象とする労働者すべて,68,,,,,,,,,55.4,61,46.1,2025年1月1日～2025年12月31日,"対象期間：2025年事業年度（2025年1月から2025年12月まで）
賃金：通勤手当等は除く。
当社から他社への出向者を含み、他社から当社への出向者および派遣社員は除く。
期中入退社及び休業者を含み、期中に無期・有期の異動があった者及び海外勤務期間・官民人事交流制度の対象期間があった者を除く。

【差異の説明】
役職や成果に応じた給与体系としており、性別の違いによる処遇の差はないものの、雇用形態や資格等級
毎に人員構成等に違いがあるため、差異が生じております。",2025年12月時点,2026年04月14日
8877,4120001072725,エスリード株式会社,,,,,,,,,,,,,,,,,,,,,,,,52.4,52.3,,2024年4月1日～2025年3月31日,上記の「うち非正規雇用労働者」の「-」は、女性の非正規労働者がいないため比較できないことを示します。,2025年3月時点,2026年08月21日
6098,5010001060426,株式会社リクルートホールディングス,,,,,,,,,,,,,,,,,,,,,,,,85.8,86.5,134.6,2025年4月1日～2026年3月31日,"当社の労働者の大部分はグループ会社の出向者で構成され、出向者の報酬は当社が定める制度・基準に従って決定しています。このような就労と報酬決定の実情を踏まえ、当社から他社への出向者を除き、他社から当社への出向者を含めて集計しています。

正規雇用労働者とは、期間の定めの無い従業員です。
非正規雇用労働者とは、パートタイム・有期雇用従業員等は、無期雇用従業員の所定労働時間(1日8時間)で換算した人員数を基に試算しています。",2026年4月時点,2026年06月24日
4373,5010401128558,シンプレクス・ホールディングス株式会社,,,,,,,,,,,,,,,,,,,,,,,,93,94.5,62.1,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月26日
6269,8010001007886,三井海洋開発株式会社,6.7,対象正社員,,,,,,,,,,,69.4,対象とする労働者すべて,69.4,,,,,,,,,71.7,71.2,,2025年1月1日～2025年12月31日,"・「女性の職業生活における活躍の推進に関する法律」（平成27年法律第64号）の規定に基づき算出したものであります。
・上記数字には、当社からの出向者および当社への出向者は含まれておりません
・男女の賃金の差異は、男性の賃金平均に対する女性の賃金平均の割合を示しております。管理職比率・職種比率および有期社員比率により男女の賃金差が発生しておりますが、当社では男女において同一の報酬制度・評価制度を適用しております。",2025年12月時点,2026年06月25日
8725,4010001116542,ＭＳ＆ＡＤインシュアランスグループホールディングス株式会社,21.6,対象正社員,,,,,,,,,,,,社員,74.6,,,,,,,,,65.1,65.7,84.1,2022年4月1日～2023年3月31日,"◯ＭＳ＆ＡＤホールディングス単体の男女の賃金差異。
・賃金：通勤手当を含んでおりません。
・出向者：当社の従業員はすべて子会社等からの出向者であります。
・正規雇用労働者：執行役員を含んでおりません。
・パート・有期労働者：派遣社員を含んでおりません。

◯グループ会社（連結等）各社の差異は以下の通り。
三井住友海上火災保険（全労働者：43.6％、うち正規雇用労働者：50.7％、うち非正規雇用労働者：30.6％）
あいおいニッセイ同和損害保険（全労働者：52.8％、うち正規雇用労働者：56.7％、うち非正規雇用労働者：65.5％）
三井ダイレクト損害保険（全労働者：61.9％、うち正規雇用労働者：56.3％、うち非正規雇用労働者：65.7％）
三井住友海上あいおい生命保険（全労働者：56.0％、うち正規雇用労働者：56.1％、うち非正規雇用労働者：44.0％）
三井住友海上プライマリー生命保険（全労働者：64.9％、うち正規雇用労働者：64.3％、うち非正規雇用労働者：84.9％）",2023年3月時点,2023年11月09日
6954,3090001010053,ファナック株式会社,24,対象正社員,,,,,,,,,,,,正社員,88.7,,,,,,,,,40,42.8,47.5,2025年4月1日～2026年3月31日,"（労働者の男女の賃金の差異の補足説明）
・当社の賃金制度は、年齢、性別に関係なく同一の職務であれば同一の賃金を支払うこととして設計しています。
・「全労働者」及び「正規雇用労働者」における差異は、女性労働者に占める工場契約社員（無期転換社員および有期契約社員）の割合が６割程度と大きいことが主な要因となっています。また、相対的に賃金が高水準である技術系総合職の男性比率が高いことによるものです。当社では女性採用の強化を図っていますが、当社の主要機能であり、正社員の多くを占める技術系総合職への女性応募が近年まで極めて少なく、現在在籍している女性の経験年数が相対的に少ないことも差異の要因となっています。
・「非正規雇用労働者」における差異は、相対的に賃金水準が高い嘱託社員（定年後再雇用社員）の男性比率が高いことや嘱託社員の賃金水準が正社員に準じて設計されていることが要因となっています。

(注) 
1.「女性の職業生活における活躍の推進に関する法律」（平成27年法律第64号）の規定に基づき算出したものです。
2.「育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律」（平成３年法律第76号）の規定に基づき、「育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律施行規則」（平成３年労働省令第25条）第71条の６第２号における育児休業等および育児目的休暇の取得割合を算出したものです。
3.幹部社員とは、労働基準法における管理監督者及びそれに準ずる専門職の当社における社内呼称です。
4.労働者の人員数について労働時間を基に換算し算出しています。
5.雇用区分の内訳は以下のとおりです。
・正規雇用労働者：正社員（幹部社員）、正社員（一般社員）、無期契約社員
・非正規雇用労働者：嘱託社員（定年後再雇用社員）、有期契約社員、パートタイム
社員雇用区分については、法令に従い、正規雇用労働者に無期契約社員を含めております。
無期契約社員は契約期間が５年を超えた有期契約社員の内、無期転換権を行使し、雇用期間が無期となっている者あり、賃金水準、定期的な昇給、賞与等の労務管理上では、その他の有期契約社員（非正規雇用労働者）と同様の取り扱いとしています。",2026年3月時点,2026年06月26日
